Customer_ID,Customer_Name,Phone,Customer_Segment,Join_Date,Loyalty_Points
212,Ashok,6571866837,Enterprise,18-05-2024,3944
213,Deepali,8538969163,Retail,30-05-2013,2031
214,Vaibhav,9864410426,Online,08-12-2011,2052
215,Jayant,9346503947,Corporate,30-09-2010,3781
216,Eklavya,7865544702,Online,02-01-2011,3462
217,Tarun,8589013391,Wholesale,09-06-2010,1907
218,Zuber,6366695435,Wholesale,08-01-2016,2060
219,Prerna,6276868825,Wholesale,04-12-2013,974
220,Kanika,7355778083,Retail,12-02-2019,3688
221,Prerna,9484308180,Enterprise,11-02-2012,3887
222,Shalini,9262823179,Corporate,03-04-2022,1237
223,Rituja,7346986944,Enterprise,02-06-2025,1426
224,Indu,7092180465,Corporate,12-06-2012,56
225,Vinod,9415100463,Retail,18-10-2010,2308
226,Om,9784580214,Retail,29-02-2020,2314
227,Hema,7409591695,Enterprise,10-03-2011,2554
228,Rituja,6047329150,Online,21-06-2017,1047
229,Harpreet,7484166116,Enterprise,18-06-2010,1630
230,Qureshi,7116998402,Corporate,05-06-2021,4674
231,Charu,7781400776,Corporate,05-08-2011,4344
232,Kamla,6490149014,Enterprise,15-05-2016,2857
233,Sunita,6846374436,Online,18-11-2022,3559
234,Rituja,9415133562,Corporate,30-01-2022,1948
235,Harpreet,8198216811,Online,31-05-2020,138
236,Govind,7569225203,Online,29-12-2014,3636
237,Leela,7555071349,Retail,10-02-2025,2348
238,Prerna,9574918879,Online,21-03-2022,3829
239,Rituja,6524279113,Enterprise,28-06-2019,1406
240,Irfan,9180035044,Corporate,05-08-2019,61
241,Uma,6014292434,Corporate,07-09-2016,2919
242,Tanvi,6976071134,Wholesale,01-08-2014,1532
243,Mehul,9964237519,Online,14-02-2013,2768
244,Tarun,8963537132,Online,05-02-2015,767
245,Kalpana,9269603180,Online,22-02-2023,3227
246,Faizal,8067474560,Corporate,27-08-2024,1932
247,Harpreet,8019661055,Wholesale,24-06-2017,2236
248,Upendra,8489109707,Online,29-06-2016,541
249,Poonam,8581375657,Online,08-01-2023,3875
250,Rituparna,6795560615,Wholesale,10-02-2020,2397
251,Usha,7807973668,Enterprise,25-08-2022,610
252,Vikasini,9405896159,Online,29-01-2010,122
253,Chandan,7299853323,Corporate,01-08-2012,1480
254,Yamini,9383195897,Corporate,05-11-2010,2230
255,Girish,6933979597,Enterprise,29-04-2021,3086
256,Qureshi,8842766637,Wholesale,24-02-2021,2701
257,Xenia,9864409316,Corporate,23-11-2013,1786
258,Poonam,8432810043,Online,05-05-2014,525
259,Gunjan,8490951180,Online,17-01-2017,3537
260,Dev,7979774431,Corporate,04-07-2012,293
261,Kamla,8561495288,Enterprise,08-08-2019,376
262,Pinky,7395978916,Online,12-04-2011,31
263,Firoz,9292746000,Enterprise,05-07-2025,398
264,Raghav,9783630992,Enterprise,11-12-2011,4857
265,Sarita,6325000272,Enterprise,15-08-2022,828
266,Hemant,8516420354,Online,29-12-2024,237
267,Rituja,9867578124,Wholesale,02-06-2020,3768
268,Vikasini,6446139594,Corporate,10-06-2018,3863
269,Zoya,8317558418,Wholesale,14-11-2017,3420
270,Hemant,7113535644,Enterprise,20-05-2012,3772
271,Vikasini,9209654855,Wholesale,27-08-2013,2841
272,Upendra,8139299721,Corporate,23-10-2013,2026
273,Yuvraj,9838089827,Corporate,31-03-2020,718
274,Damini,6830582744,Corporate,09-04-2020,2231
275,Sunita,6448292179,Enterprise,18-12-2017,1833
276,Tara,9607743701,Online,03-05-2020,1670
277,Jayant,7355791908,Wholesale,29-07-2020,1501
278,Tejas,7551853849,Enterprise,29-09-2013,700
279,Opal,7147181776,Corporate,07-01-2015,4791
280,Esha,7099740130,Corporate,11-04-2023,2117
281,Jagdish,6926330347,Wholesale,04-04-2019,1431
282,Naveen,7483200469,Online,10-06-2015,1384
283,Nausheen,9071391370,Online,20-09-2014,3812
284,Mehul,7638590836,Wholesale,28-08-2022,4758
285,Leela,6550821343,Enterprise,04-02-2010,4672
286,Leela,7739812695,Corporate,08-01-2023,3915
287,Ekta,9960031873,Corporate,04-01-2023,374
288,Nikhil,6109312770,Retail,01-05-2013,4458
289,Xenia,8205053990,Online,24-02-2019,4600
290,Yamini,7418700212,Retail,11-04-2018,1596
291,Yash,8137570239,Wholesale,13-07-2017,4982
292,Nausheen,8728464647,Online,18-04-2017,4883
293,Nikhil,9390287803,Enterprise,02-09-2010,1069
294,Wali,9814524735,Online,10-02-2018,4998
295,Qadir,8636139380,Enterprise,25-08-2011,1172
296,Varsha,8692621791,Retail,23-10-2023,4863
297,Lalita,8693084004,Wholesale,26-01-2020,2413
298,Binita,8343210537,Online,22-06-2010,282
299,Deepali,7601234854,Wholesale,15-11-2020,2290
300,Binita,6572231719,Retail,13-03-2021,4244
301,Hema,8644589076,Retail,22-04-2020,3347
302,Govind,7061237855,Wholesale,26-01-2024,3723
303,Xenia,7464546755,Enterprise,12-12-2019,3846
304,Kusum,9400816046,Corporate,30-07-2022,687
305,Xander,8945815373,Online,26-11-2018,4317
306,Lalita,7132108437,Retail,31-10-2022,1486
307,Jagdish,9492979617,Enterprise,15-03-2012,1911
308,Lakhan,7810293170,Online,11-04-2024,488
309,Tanvi,9814329215,Corporate,27-05-2016,1176
310,Urvashi,8674922847,Retail,22-10-2017,3447
311,Kalpana,9813794471,Corporate,17-06-2016,3964
312,Om,6078316847,Enterprise,27-04-2014,2420
313,Chandan,7865263882,Retail,10-11-2023,1861
314,Chiranjiv,6259533364,Online,18-07-2021,3629
315,Yash,7964573550,Corporate,17-01-2025,3647
316,Quasar,8877229965,Enterprise,05-03-2025,982
317,Upendra,8386320781,Enterprise,28-06-2019,4913
318,Jayant,8956874464,Retail,01-11-2024,4550
319,Zuber,8703494305,Retail,24-06-2025,3662
320,Xenia,9170825243,Online,13-09-2022,826
321,Qadir,6420426363,Corporate,21-08-2015,1907
322,Waseem,9843900412,Corporate,05-08-2017,1271
323,Kalpana,6542661544,Corporate,15-05-2019,746
324,Geeta,9021932096,Retail,18-07-2012,4420
325,Faizal,7315634951,Online,13-04-2018,1298
326,Leela,7731093834,Online,27-12-2019,4571
327,Kamla,8641355363,Enterprise,15-05-2020,3802
328,Lalit,7616466925,Retail,02-04-2013,3439
329,Quasar,9272141060,Corporate,12-08-2012,3573
330,Chitra,9934306698,Enterprise,06-03-2012,3904
331,Faizal,7741552691,Retail,20-11-2021,1902
332,Faizal,6948792380,Retail,23-08-2019,1049
333,Upendra,6249712244,Wholesale,05-02-2016,4550
334,Tejas,7407462694,Corporate,21-02-2013,917
335,Charu,8088821364,Enterprise,12-03-2014,4609
336,Zuber,8040694724,Online,31-01-2015,193
337,Aditya,6584782327,Wholesale,17-12-2010,621
338,Pradeep,8488994938,Wholesale,12-09-2025,4838
339,Indu,7453080767,Wholesale,30-05-2015,736
340,Jayant,8830125797,Retail,07-06-2018,3622
341,Lalita,7644961473,Retail,22-01-2023,4113
342,Farida,9323942369,Online,09-02-2010,4954
343,Falguni,7215968350,Retail,12-02-2013,184
344,Govind,7554518613,Enterprise,15-03-2022,4752
345,Yamini,6009557428,Retail,13-11-2012,101
346,Kanika,7433339685,Wholesale,17-03-2021,2787
347,Wasim,8493281645,Corporate,07-12-2010,1708
348,Qadir,9113170569,Online,20-11-2016,2811
349,Kanika,9548780140,Enterprise,14-10-2013,3673
350,Ovais,9947788374,Online,10-11-2014,1851
351,Pinky,8273607019,Retail,06-01-2024,220
352,Harpreet,7545948017,Retail,24-08-2017,1648
353,Sundar,8423276845,Wholesale,28-02-2021,1902
354,Kamla,9081564919,Retail,01-03-2011,2849
355,Jatin,6833786617,Corporate,21-08-2023,4067
356,Geeta,9491164915,Enterprise,10-12-2019,12
357,Irfan,8575732185,Retail,24-12-2018,1762
358,Vaibhav,8265173398,Online,05-08-2018,2333
359,Sarita,8060347034,Retail,06-05-2025,1006
360,Xander,8657826203,Corporate,13-10-2024,4007
361,Varsha,6671648624,Corporate,06-08-2023,3421
362,Yuvraj,7953084168,Corporate,05-02-2022,3451
363,Sarita,8300806235,Wholesale,10-05-2018,3272
364,Farida,8184474698,Corporate,04-08-2015,2217
365,Om,6576296823,Enterprise,16-03-2011,806
366,Kanika,6238946225,Wholesale,10-02-2016,1211
367,Charu,6297287792,Corporate,03-12-2013,1224
368,Indu,9731208803,Enterprise,17-04-2015,2826
369,Uma,7833830678,Online,28-03-2015,4023
370,Zuber,6009633411,Retail,05-07-2015,1106
371,Irfan,7183774824,Retail,27-10-2024,2642
372,Varsha,7122618145,Enterprise,10-11-2023,121
373,Kanika,8872223280,Retail,07-08-2018,2576
1117,Dev,7561533654,Corporate,27-04-2023,3076
374,Anupam,9051206334,Retail,25-08-2017,2757
375,Binita,8156106970,Corporate,14-07-2016,2800
376,Usha,8950787427,Retail,22-12-2017,3236
377,Dev,6024972712,Corporate,20-07-2015,4607
378,Charu,7888770917,Enterprise,18-06-2013,3372
379,Sundar,9074725781,Retail,11-04-2016,2918
380,Bharti,9234068902,Wholesale,02-06-2022,3166
381,Leela,9861477732,Enterprise,22-05-2020,664
382,Pradeep,8661431578,Retail,26-08-2015,4768
383,Harpreet,6137603912,Enterprise,09-12-2015,405
384,Wasim,8977051474,Retail,06-02-2015,2944
385,Rituja,8737896440,Enterprise,14-01-2025,1239
386,Hitesh,9157601769,Wholesale,10-12-2025,575
387,Monika,8490874706,Wholesale,10-02-2011,4875
388,Darshan,7398593466,Enterprise,03-06-2012,2129
389,Nausheen,7566806499,Online,29-04-2015,4962
390,Qadir,8841799137,Corporate,30-04-2012,3409
391,Ipsita,8169908918,Enterprise,12-01-2011,4344
392,Tejas,9921004515,Retail,23-03-2023,2423
393,Lalita,8807979315,Corporate,05-05-2024,4317
394,Tejas,6216973684,Online,06-08-2019,1754
395,Naveen,9151801370,Wholesale,04-12-2024,4576
396,Ramesh,9711761533,Wholesale,19-02-2013,4433
397,Manisha,6289731689,Enterprise,07-02-2024,3759
398,Usha,9158396052,Wholesale,21-08-2023,1607
399,Abhishek,7622599865,Online,24-04-2019,188
400,Kanika,7767339367,Retail,22-05-2012,601
401,Vinod,9294912495,Online,23-01-2017,4400
402,Leela,6761808085,Retail,01-03-2016,3600
403,Xavier,6065690720,Enterprise,11-03-2012,2912
404,Deepali,8902078916,Enterprise,31-10-2017,2757
405,Chiranjiv,6030116384,Enterprise,09-08-2024,3298
406,Govind,9111423529,Wholesale,14-02-2014,3099
407,Bharti,7654646966,Enterprise,10-08-2012,839
408,Tanvi,6776067763,Wholesale,06-01-2012,4141
409,Hemant,9170888460,Corporate,21-08-2010,125
410,Aditya,8071577763,Retail,12-05-2013,2651
411,Eram,7283751391,Enterprise,05-02-2023,2387
412,Barkha,7158846281,Retail,14-07-2011,2158
413,Ipsita,7634388672,Wholesale,27-12-2017,2119
414,Deepali,7384476661,Enterprise,09-05-2016,1378
415,Eram,6711348157,Enterprise,24-11-2013,3103
416,Mohan,8504039326,Corporate,25-11-2023,2617
417,Xander,8792243377,Wholesale,11-01-2012,2715
418,Zara,9143842876,Wholesale,09-08-2015,4826
419,Yash,9416997110,Online,14-04-2017,4454
420,Bharti,8542773706,Enterprise,22-09-2023,2972
421,Ipsita,7811305225,Enterprise,20-10-2019,1030
422,Chitra,7445652798,Wholesale,17-11-2016,4546
423,Manisha,8138294275,Wholesale,19-04-2011,1239
424,Geeta,9399614231,Online,20-03-2012,114
425,Abhishek,7446120098,Corporate,22-10-2018,535
426,Lalit,6495827677,Wholesale,21-01-2025,827
427,Chitra,8510562503,Enterprise,15-05-2023,2434
428,Mehul,8689812799,Retail,10-01-2017,3693
429,Gunjan,8928061571,Enterprise,16-09-2022,444
430,Opal,8276866277,Wholesale,01-07-2017,103
431,Kalpana,7867947040,Wholesale,20-11-2012,2386
432,Rituja,8656877100,Enterprise,02-01-2025,4611
433,Quasar,7544296278,Wholesale,18-10-2016,4934
434,Yash,7680623150,Online,18-11-2013,2843
435,Sunita,9628590532,Wholesale,02-10-2014,4982
436,Sarita,7443549020,Wholesale,20-02-2016,2333
437,Hema,8460469199,Corporate,25-02-2024,3043
438,Wali,8774949483,Retail,05-11-2020,41
439,Lalit,8097272370,Wholesale,30-10-2025,3140
440,Quasar,7677392456,Retail,06-04-2013,294
441,Vaibhav,6456087928,Retail,21-05-2011,1313
442,Monika,6217522173,Enterprise,14-04-2016,781
443,Monika,9857409762,Online,02-08-2015,1927
444,Ramesh,6990981753,Retail,10-10-2010,3717
445,Tara,6140265925,Online,16-05-2011,2608
446,Nausheen,7289396454,Retail,10-02-2017,3805
447,Zara,6693101755,Enterprise,02-08-2025,2576
448,Xavier,8291718462,Retail,28-11-2012,1276
449,Yash,9013654213,Retail,16-06-2019,400
450,Om,8195041675,Retail,06-11-2018,823
451,Mehul,9454343524,Retail,02-10-2016,3065
452,Eklavya,9571224302,Retail,07-04-2025,1945
453,Opal,6680422950,Retail,05-01-2014,3336
454,Barkha,7720756693,Enterprise,14-02-2021,4569
455,Charu,9202956157,Enterprise,18-11-2017,227
456,Prerna,6501838129,Retail,21-04-2022,1787
457,Jagdish,6850037401,Corporate,13-10-2016,1321
458,Eram,7352778100,Corporate,23-12-2020,4645
459,Sundar,8515766880,Enterprise,28-04-2019,913
460,Ramesh,6852679377,Corporate,05-09-2014,20
461,Pradeep,9011366571,Online,02-04-2011,1314
462,Tejas,7548037089,Retail,18-05-2015,1244
463,Yash,7877200184,Online,06-04-2015,609
464,Yash,6384249709,Corporate,02-11-2020,3868
465,Vinod,9915802295,Retail,10-01-2015,2380
466,Monika,9641423101,Enterprise,05-04-2022,4740
467,Irfan,9213667955,Wholesale,25-09-2023,1546
468,Faizal,7581777156,Retail,26-12-2018,3741
469,Barkha,9804885221,Online,09-09-2015,3428
470,Vaibhav,9883693054,Wholesale,31-08-2022,3659
471,Ashok,9418553163,Online,05-11-2010,4723
472,Anupam,9166053995,Corporate,19-05-2015,713
473,Qureshi,9813578542,Online,15-09-2025,332
474,Opal,7475413445,Wholesale,15-04-2011,3599
475,Xavier,7614599132,Online,03-04-2022,713
476,Jagdish,6306621965,Enterprise,22-12-2025,2951
477,Anupam,8263240020,Enterprise,06-07-2022,3210
478,Shalini,6940624340,Retail,02-11-2025,1569
479,Zeenat,7105896431,Corporate,30-10-2018,1303
480,Jagdish,6764889270,Wholesale,01-04-2019,3113
481,Kanika,7471795118,Retail,22-05-2019,1219
482,Wali,6247811389,Enterprise,28-03-2018,1198
483,Juhi,6779612570,Retail,23-11-2025,2984
484,Tanvi,6286884347,Enterprise,26-10-2025,844
485,Qureshi,7453581621,Enterprise,02-04-2013,3461
486,Tanvi,7960810971,Enterprise,07-11-2012,908
487,Monika,7177488322,Wholesale,02-11-2025,4860
488,Tarun,7147766723,Wholesale,15-09-2017,196
489,Leela,7785069387,Enterprise,02-10-2024,2514
490,Yuvraj,6745430554,Online,29-03-2011,1591
491,Eklavya,9618029587,Online,07-06-2023,2353
492,Mohan,8792894533,Retail,16-11-2024,1060
493,Opal,8910187287,Enterprise,29-01-2025,1519
494,Usha,8632936870,Corporate,14-09-2014,3209
495,Vinod,8007089855,Corporate,03-03-2020,3563
496,Zoya,6666869998,Wholesale,19-12-2022,908
497,Manisha,9379546590,Enterprise,31-10-2023,1387
498,Harpreet,7718236525,Corporate,05-03-2011,2513
499,Waseem,9971552623,Corporate,17-07-2017,280
500,Sundar,9612919289,Wholesale,13-07-2016,3448
501,Firoz,9209928168,Corporate,20-11-2021,4760
502,Vinod,9259745963,Enterprise,06-04-2023,2143
503,Faizal,8522881160,Wholesale,20-08-2023,118
504,Opal,8753033638,Corporate,09-02-2018,2276
505,Harpreet,6588552250,Enterprise,21-04-2024,1221
506,Quasar,9166935775,Wholesale,21-09-2015,2287
507,Aditya,9248558719,Corporate,23-07-2014,445
508,Deepali,9764006865,Online,09-04-2019,853
509,Prerna,8482862857,Enterprise,28-05-2013,4184
510,Govind,7869235150,Retail,06-01-2023,2097
511,Manisha,9600001398,Wholesale,25-04-2024,1837
512,Sarita,7970073495,Retail,01-11-2010,2648
513,Xander,6803917953,Corporate,17-04-2013,2964
514,Zuber,6164315686,Retail,07-02-2015,1728
515,Wali,8234078257,Enterprise,27-10-2011,73
516,Lalita,9815845756,Wholesale,07-04-2020,277
517,Shalini,7934184249,Enterprise,02-07-2021,1347
518,Lakhan,8056587299,Wholesale,24-07-2011,4421
519,Poonam,9278413111,Retail,20-10-2012,433
520,Esha,6757010582,Online,12-05-2014,367
521,Dev,7739820005,Online,17-02-2011,1102
522,Qadir,9829303790,Online,25-10-2016,67
523,Abhishek,6421913384,Wholesale,18-11-2023,360
